+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|jtag_uart                                                                                                      ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|i2c_sda                                                                                                        ; 38    ; 0              ; 31           ; 0              ; 32     ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u0|i2c_scl                                                                                                        ; 38    ; 31             ; 31           ; 31             ; 33     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|data_buffer|the_altsyncram|auto_generated                                                                      ; 49    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|data_buffer                                                                                                    ; 53    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|read_crosser|sync[6].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|read_crosser|sync[5].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|read_crosser|sync[4].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|read_crosser|sync[3].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|read_crosser|sync[2].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|read_crosser|sync[1].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|read_crosser|sync[0].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|read_crosser                                                                    ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|write_crosser|sync[6].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|write_crosser|sync[5].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|write_crosser|sync[4].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|write_crosser|sync[3].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|write_crosser|sync[2].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|write_crosser|sync[1].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|write_crosser|sync[0].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo|write_crosser                                                                   ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|rsp_fifo                                                                                 ; 113   ; 76             ; 0            ; 76             ; 41     ; 76              ; 76            ; 76              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|read_crosser|sync[5].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|read_crosser|sync[4].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|read_crosser|sync[3].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|read_crosser|sync[2].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|read_crosser|sync[1].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|read_crosser|sync[0].u                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|read_crosser                                                                    ; 8     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|write_crosser|sync[5].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|write_crosser|sync[4].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|write_crosser|sync[3].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|write_crosser|sync[2].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|write_crosser|sync[1].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|write_crosser|sync[0].u                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo|write_crosser                                                                   ; 8     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge|cmd_fifo                                                                                 ; 130   ; 75             ; 0            ; 75             ; 51     ; 75              ; 75            ; 75              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clock_crossing_bridge                                                                                          ; 87    ; 0              ; 0            ; 0              ; 83     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb_mux                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb_mux                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rdemp_eq_comp_msb_mux                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rdemp_eq_comp_lsb_mux                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb                                     ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb                                     ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp1_msb                                    ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp1_lsb                                    ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rdempty_eq_comp_msb                                    ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rdempty_eq_comp_lsb                                    ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rdempty_eq_comp1_msb                                   ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rdempty_eq_comp1_lsb                                   ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|ws_dgrp|dffpipe17                                      ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|ws_dgrp                                                ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|wraclr                                                 ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rs_dgwp|dffpipe12                                      ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rs_dgwp                                                ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|fifo_ram                                               ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|wrptr_g1p                                              ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated|rdptr_g1p                                              ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo|dcfifo_component|auto_generated                                                        ; 37    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst|adc_fifo                                                                                        ; 37    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|adc_inst                                                                                                 ; 7     ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb_mux                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb_mux                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rdemp_eq_comp_msb_mux                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rdemp_eq_comp_lsb_mux                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb                                     ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb                                     ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp1_msb                                    ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp1_lsb                                    ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rdempty_eq_comp_msb                                    ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rdempty_eq_comp_lsb                                    ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rdempty_eq_comp1_msb                                   ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rdempty_eq_comp1_lsb                                   ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|ws_dgrp|dffpipe17                                      ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|ws_dgrp                                                ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|wraclr                                                 ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rs_dgwp|dffpipe12                                      ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rs_dgwp                                                ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|fifo_ram                                               ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|wrptr_g1p                                              ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated|rdptr_g1p                                              ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo|dcfifo_component|auto_generated                                                        ; 37    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst|dac_fifo                                                                                        ; 37    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|dac_inst                                                                                                 ; 38    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio                                                                                                          ; 27    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_sys|sd1                                                                                                 ; 3     ; 1              ; 0            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_sys|stdsync2|dffpipe3                                                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_sys|stdsync2                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_sys                                                                                                     ; 49    ; 40             ; 30           ; 40             ; 37     ; 40              ; 40            ; 40              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_audio|sd1                                                                                               ; 3     ; 1              ; 0            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_audio|stdsync2|dffpipe3                                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_audio|stdsync2                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_audio                                                                                                   ; 49    ; 40             ; 30           ; 40             ; 34     ; 40              ; 40            ; 40              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0                                                                                                                ; 26    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
+-------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
